0	5
0	15
0	36
0	38
0	45
1	29
2	4
3	29
4	1
4	8
5	2
5	21
5	24
6	41
7	2
8	27
8	48
9	26
10	9
11	45
12	26
12	33
13	26
13	33
14	27
15	5
15	33
16	20
17	31
17	39
18	23
18	25
18	26
18	29
19	26
20	7
21	48
22	25
22	33
22	43
23	9
24	39
24	48
25	27
25	39
26	35
26	38
27	9
28	5
29	2
29	23
30	2
30	45
31	4
31	12
31	16
31	38
32	2
32	4
33	22
34	2
34	19
34	30
35	37
36	22
37	6
37	13
37	22
37	28
38	12
38	31
39	23
39	25
40	47
41	21
42	19
42	33
43	19
44	41
45	12
45	23
46	12
47	5
47	12
47	29
47	33
47	41
47	43
48	44
49	5
49	22
49	31
50	3
50	5
50	7
51	34
52	5
52	37
53	35
54	8
55	41
56	30
57	30
58	11
59	16
59	23
59	30
60	12
60	22
60	45
61	40
62	10
63	47
64	36
65	27
66	36
67	5
67	34
68	5
69	2
69	12
69	45
70	38
71	25
72	10
73	47
74	6
74	15
74	22
75	6
75	18
75	44
76	18
76	29
77	18
78	33
79	22
80	36
81	7
81	45
81	48
82	24
83	7
83	47
84	48
85	33
86	33
87	23
88	3
88	7
89	35
90	16
90	35
91	7
92	43
93	12
94	35
95	18
95	36
96	29
97	12
98	29
99	35
99	44
100	13
100	17
101	9
101	26
102	31
103	2
104	47
105	4
106	2
106	9
107	18
108	4
109	18
110	34
111	5
112	10
113	4
113	12
113	21
114	33
115	6
115	13
115	15
115	17
115	28
116	30
117	6
117	40
117	44
118	6
119	2
119	3
119	7
119	9
120	48
121	25
121	43
122	33
123	6
123	28
124	43
125	37
126	26
126	47
127	5
128	22
129	20
129	35
130	15
131	0
131	36
131	40
132	19
133	9
134	13
134	17
135	48
136	15
137	10
138	7
138	41
139	19
140	27
140	46
141	2
141	7
141	23
142	13
143	25
144	9
145	18
146	22
147	20
148	41
149	3
149	15
149	38
149	40
149	41
149	44
150	22
151	26
152	5
153	18
154	22
154	28
155	47
156	3
156	9
157	9
158	5
158	35
159	35
160	6
160	9
160	28
161	1
162	6
162	22
162	36
163	28
164	22
165	38
166	12
166	42
167	12
167	42
168	3
169	42
170	3
170	41
171	7
172	2
173	4
174	3
174	7
174	27
175	21
176	8
177	15
177	37
178	23
179	29
180	10
180	12
181	12
181	20
182	6
183	8
184	36
185	21
186	15
187	23
188	29
188	47
