0	3
1	16
2	11
3	2
4	9
5	2
5	4
5	18
5	28
6	13
7	0
7	3
8	12
9	2
9	4
10	2
10	3
10	15
11	2
12	2
13	1
14	12
14	31
15	2
16	2
16	4
16	18
17	9
18	17
19	26
20	17
21	2
22	0
22	14
22	19
23	3
24	14
25	4
26	3
27	2
28	15
29	14
29	19
30	0
30	1
30	4
30	5
30	8
30	14
30	19
30	28
31	4
32	0
32	17
32	34
33	12
34	22
35	8
36	3
37	8
37	29
38	1
39	9
40	26
41	17
42	23
42	24
43	1
43	5
44	3
44	4
44	29
45	4
45	8
46	0
46	7
47	30
47	36
48	0
49	17
49	26
50	26
51	0
51	20
52	0
52	4
52	7
52	8
52	14
52	19
52	28
53	5
54	7
54	12
55	2
56	0
56	7
57	4
57	8
58	3
59	0
60	0
61	25
62	0
63	0
63	4
63	8
63	19
63	28
64	20
65	17
66	8
67	0
67	4
67	8
67	14
67	28
68	4
68	21
69	2
69	4
70	0
70	4
70	7
70	8
70	14
70	19
70	28
71	0
71	14
72	4
72	8
73	0
73	4
73	8
73	14
73	19
73	28
74	2
74	4
74	18
75	2
76	20
77	3
77	4
77	39
78	1
78	5
78	8
79	0
79	4
79	8
80	0
81	34
82	0
82	4
82	8
82	14
82	19
83	17
84	4
85	14
85	19
86	4
87	1
87	5
88	2
89	15
89	22
90	0
90	8
91	0
91	20
92	17
93	0
94	2
94	4
95	3
96	0
97	3
98	0
98	7
98	12
98	28
99	0
99	12
100	0
101	0
102	0
102	1
102	8
102	14
102	19
102	28
103	2
104	5
104	8
105	7
106	8
107	0
107	14
107	19
108	0
109	0
109	4
109	7
109	8
109	19
109	28
109	33
110	2
111	2
111	4
112	0
112	6
113	0
113	4
114	0
114	38
115	2
115	4
115	18
116	0
116	5
116	19
116	28
117	0
117	8
118	4
118	8
119	14
119	19
120	7
121	4
121	23
121	24
122	2
122	4
122	18
123	0
124	2
124	18
125	0
126	2
127	6
128	0
129	2
130	2
131	0
131	8
131	12
131	14
131	19
131	28
131	33
132	4
132	14
132	19
133	28
133	32
134	8
135	0
136	4
136	8
137	0
137	14
137	19
138	0
138	1
138	4
138	6
138	7
138	8
138	14
138	19
138	28
139	8
140	3
140	9
141	8
142	0
142	14
143	0
144	25
145	20
146	0
146	8
147	7
148	0
148	8
148	19
148	28
149	1
149	5
150	0
150	8
151	0
151	7
151	8
151	12
151	28
152	1
152	5
153	8
153	14
154	0
154	2
154	4
154	7
154	8
154	14
154	19
154	28
155	1
156	2
156	8
156	14
157	0
158	8
159	0
159	14
159	19
160	7
161	0
162	3
163	0
163	1
163	8
163	14
163	28
164	7
165	0
165	5
165	8
165	28
166	2
166	4
166	18
167	0
167	4
167	8
167	28
168	5
168	8
169	0
170	4
170	8
171	0
171	14
172	0
173	0
173	19
174	0
174	4
174	8
175	1
175	5
176	0
176	28
177	0
178	0
179	4
180	3
181	1
182	0
183	7
183	12
184	10
185	8
185	28
186	8
187	0
188	0
189	0
189	4
189	8
190	1
190	5
191	0
192	17
193	3
194	8
195	2
196	2
196	4
197	0
197	28
198	8
199	0
200	0
200	4
201	0
202	7
203	14
203	19
204	4
205	2
206	0
207	0
207	4
207	7
207	8
207	14
207	28
208	0
208	8
208	14
208	19
208	28
209	0
210	2
210	8
210	28
211	25
212	0
213	8
214	8
215	5
215	14
215	19
216	8
217	0
218	0
218	19
218	28
219	0
219	8
220	0
221	2
222	0
222	1
222	4
222	7
222	8
222	19
222	28
223	4
223	8
224	0
224	14
224	19
225	8
226	8
226	14
226	19
227	0
227	8
228	4
229	0
229	14
229	19
230	1
230	5
231	0
232	8
233	17
234	0
235	0
236	0
236	28
237	0
237	4
237	8
238	0
238	1
238	5
239	2
240	7
241	2
241	4
242	4
242	8
243	2
244	0
245	8
246	8
247	0
248	0
249	0
249	4
249	19
249	28
250	0
250	8
250	14
250	19
251	0
251	8
251	28
252	3
253	8
254	0
254	1
254	5
254	14
255	0
256	7
257	0
258	0
258	6
258	8
259	34
260	0
261	8
262	4
263	6
264	1
264	5
265	0
266	0
267	7
268	8
269	8
270	8
271	8
271	14
272	0
272	8
273	8
274	0
274	8
275	0
275	8
275	14
276	0
276	1
276	4
276	5
276	8
277	0
278	8
279	0
279	4
279	8
280	8
281	1
281	5
282	1
282	5
282	8
283	0
283	14
283	19
284	20
285	0
286	34
287	4
288	28
289	12
290	0
290	8
290	19
291	0
292	0
292	8
292	14
292	28
293	7
294	0
294	7
295	0
295	6
296	0
296	7
297	0
297	28
298	1
299	2
300	1
300	5
301	0
301	7
302	0
302	7
303	28
304	0
304	14
305	0
306	4
306	8
307	0
307	8
308	4
309	0
310	0
311	4
311	8
312	0
313	0
313	14
313	28
314	1
314	5
315	4
315	8
316	23
317	0
318	0
318	19
319	0
320	0
320	8
320	19
320	28
321	7
322	0
322	14
322	19
323	0
324	2
324	4
324	18
325	8
326	0
326	7
327	0
327	8
328	0
328	7
328	8
328	12
328	28
329	0
330	1
330	5
331	7
332	7
333	7
334	0
334	14
334	19
335	14
335	19
336	0
336	14
336	19
337	0
338	0
339	0
340	8
341	8
342	1
342	5
343	1
343	5
343	8
344	4
345	8
346	7
346	12
347	0
347	28
348	0
348	4
348	8
348	18
349	0
349	2
349	4
349	28
349	33
350	4
351	0
351	8
352	0
352	19
353	7
354	0
354	4
354	8
355	8
356	7
357	0
358	20
359	8
360	0
360	8
360	28
360	33
361	0
362	8
363	1
363	5
364	12
365	8
366	0
366	14
367	0
368	0
368	7
368	12
369	0
370	8
371	0
371	14
371	19
372	8
373	7
373	12
374	8
375	0
376	4
376	8
376	14
377	0
378	8
379	0
379	8
379	19
380	11
381	0
382	8
383	0
383	6
384	7
385	7
386	0
386	14
386	19
387	0
388	0
388	8
389	0
390	0
390	8
